"TIME","GEO","UNIT","PRODUCT","INDIC_NRG","Value","Flag and Footnotes"
"2014","Finland","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2005","Sweden","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2006","Sweden","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2007","Sweden","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2008","Sweden","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2009","Sweden","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2010","Sweden","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2011","Sweden","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2012","Sweden","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2013","Sweden","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2014","Sweden","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2005","United Kingdom","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","2,904",""
"2006","United Kingdom","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","4,225",""
"2007","United Kingdom","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","1,705",""
"2008","United Kingdom","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","1,736",""
"2009","United Kingdom","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","2,743",""
"2010","United Kingdom","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","2,047",""
"2011","United Kingdom","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","2,812",""
"2012","United Kingdom","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","2,698",""
"2013","United Kingdom","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","4,463",""
"2014","United Kingdom","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","5,252",""
"2005","Iceland","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2006","Iceland","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2007","Iceland","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2008","Iceland","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2009","Iceland","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2010","Iceland","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2011","Iceland","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2012","Iceland","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2013","Iceland","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2014","Iceland","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2005","Norway","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2006","Norway","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2007","Norway","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2008","Norway","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2009","Norway","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2010","Norway","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2011","Norway","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2012","Norway","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2013","Norway","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2014","Norway","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2005","Montenegro","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2006","Montenegro","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2007","Montenegro","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2008","Montenegro","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2009","Montenegro","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2010","Montenegro","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2011","Montenegro","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2012","Montenegro","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2013","Montenegro","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2014","Montenegro","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2005","Former Yugoslav Republic of Macedonia, the","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2006","Former Yugoslav Republic of Macedonia, the","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2007","Former Yugoslav Republic of Macedonia, the","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2008","Former Yugoslav Republic of Macedonia, the","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2009","Former Yugoslav Republic of Macedonia, the","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2010","Former Yugoslav Republic of Macedonia, the","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2011","Former Yugoslav Republic of Macedonia, the","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2012","Former Yugoslav Republic of Macedonia, the","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2013","Former Yugoslav Republic of Macedonia, the","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2014","Former Yugoslav Republic of Macedonia, the","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2005","Albania","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2006","Albania","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2007","Albania","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2008","Albania","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2009","Albania","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2010","Albania","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2011","Albania","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2012","Albania","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2013","Albania","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2014","Albania","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2005","Serbia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2006","Serbia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2007","Serbia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2008","Serbia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2009","Serbia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2010","Serbia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2011","Serbia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2012","Serbia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2013","Serbia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2014","Serbia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2005","Turkey","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","6",""
"2006","Turkey","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","5",""
"2007","Turkey","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","2",""
"2008","Turkey","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","3",""
"2009","Turkey","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","2",""
"2010","Turkey","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","2",""
"2011","Turkey","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","2",""
"2012","Turkey","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","2",""
"2013","Turkey","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","4",""
"2014","Turkey","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","3",""
"2005","Bosnia and Herzegovina","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2006","Bosnia and Herzegovina","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2007","Bosnia and Herzegovina","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2008","Bosnia and Herzegovina","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2009","Bosnia and Herzegovina","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2010","Bosnia and Herzegovina","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2011","Bosnia and Herzegovina","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2012","Bosnia and Herzegovina","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2013","Bosnia and Herzegovina","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2014","Bosnia and Herzegovina","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2005","Kosovo (under United Nations Security Council Resolution 1244/99)","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2006","Kosovo (under United Nations Security Council Resolution 1244/99)","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2007","Kosovo (under United Nations Security Council Resolution 1244/99)","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2008","Kosovo (under United Nations Security Council Resolution 1244/99)","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2005","Moldova","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2006","Moldova","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2007","Moldova","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2008","Moldova","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2009","Moldova","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2010","Moldova","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2011","Moldova","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2012","Moldova","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2013","Moldova","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2014","Moldova","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2005","Ukraine","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2006","Ukraine","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2007","Ukraine","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2008","Ukraine","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2009","Ukraine","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2010","Ukraine","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2011","Ukraine","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2012","Ukraine","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2013","Ukraine","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind","0",""
"2014","Ukraine","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Wind",":",""
